Review_ID,Text_Review,Cleaned_Text,Rating,Sentiment_Label,Satisfaction_Level,Visitor_Age,Visit_Type,Travel_Purpose,Visit_Season,Eco_Activity_Count,Wildlife_Sightings,Site_Type,Eco_Rating,Guide_Quality,Cleanliness_Score,Service_Quality,Eco_Education_Level,Sustainability_Score,Crowd_Level,Noise_Level,Safety_Score,Travel_Distance_km,Expense_Level,Would_Recommend,Return_Intent,GroundTruth
1855,"Nothing memorable, but nothing terrible either.",nothing memorable but nothing terrible either,3,Neutral,Medium,41,Solo,Leisure,Spring,8,5,Coastal,1.5,4,1,3,5,5,4,4,1,169,Low,No,Yes,Neutral-Medium
1856,Cleanliness was average throughout the site.,cleanliness was average throughout the site,3,Neutral,Medium,52,Solo,Adventure,Summer,1,1,Lake,4.2,1,3,5,5,5,4,4,2,109,Medium,No,No,Neutral-Medium
1857,Service was acceptable but nothing exceptional.,service was acceptable but nothing exceptional,3,Neutral,Medium,32,Solo,Adventure,Monsoon,1,3,Coastal,1.6,2,1,4,4,1,5,5,4,375,High,No,Yes,Neutral-Medium
1858,The trek was breathtaking and the staff ensured full safety.,the trek was breathtaking and the staff ensured full safety,5,Positive,High,39,Solo,Wildlife Study,Spring,10,5,Forest,3.4,4,5,2,5,1,5,3,3,71,Low,No,Yes,Positive-High
1859,Overall a simple and routine visit.,overall a simple and routine visit,3,Neutral,Medium,62,Solo,Photography,Monsoon,2,8,Lake,1.3,1,4,4,3,5,4,5,2,200,High,No,Yes,Neutral-Medium
1860,Good experience but it did not fully meet expectations.,good experience but it did not fully meet expectations,3,Neutral,Medium,18,Solo,Photography,Monsoon,8,2,Mountain,2.7,5,1,3,4,4,3,3,5,450,Medium,Yes,Yes,Neutral-Medium
1861,Bad food quality and slow staff response.,bad food quality and slow staff response,1,Negative,Low,44,Family,Relaxation,Winter,5,4,Forest,4.5,1,3,1,3,2,5,4,3,384,High,Yes,Yes,Negative-Low
1862,"Facilities were okay, but some parts could be improved.",facilities were okay but some parts could be improved,3,Neutral,Medium,36,Solo,Relaxation,Winter,3,2,Mountain,2.6,4,4,2,3,3,3,5,5,291,Medium,No,Yes,Neutral-Medium
1863,Scenery was pleasant but transport arrangements were weak.,scenery was pleasant but transport arrangements were weak,3,Neutral,Medium,26,Friends,Wildlife Study,Summer,10,6,Mountain,1.8,5,5,5,2,3,1,3,4,196,Medium,No,No,Neutral-Medium
1864,Excellent wildlife sightings; the guides were knowledgeable and passionate about conservation.,excellent wildlife sightings the guides were knowledgeable and passionate about conservation,4,Positive,High,55,Friends,Photography,Spring,4,2,Wildlife Sanctuary,2.4,2,1,1,2,5,2,4,2,247,Medium,Yes,No,Positive-High
1865,The atmosphere was nice although activities were limited.,the atmosphere was nice although activities were limited,3,Neutral,Medium,43,Friends,Relaxation,Spring,3,5,Lake,3.1,1,4,2,5,1,2,3,5,12,High,No,No,Neutral-Medium
1866,Loud noise ruined the natural experience.,loud noise ruined the natural experience,2,Negative,Low,35,Friends,Wildlife Study,Summer,1,5,Mountain,2.7,2,2,5,5,1,3,4,3,357,Low,No,No,Negative-Low
1867,The night safari was thrilling and very well organized by the staff.,the night safari was thrilling and very well organized by the staff,4,Positive,High,64,Group,Wildlife Study,Summer,8,3,Mountain,2.0,4,4,1,3,2,5,3,4,29,Medium,No,Yes,Positive-High
1868,The tour guide shared basic information but wasn't engaging.,the tour guide shared basic information but wasnt engaging,3,Neutral,Medium,35,Family,Photography,Monsoon,5,8,Coastal,1.1,4,1,5,3,4,2,2,1,35,Medium,No,Yes,Neutral-Medium
1869,The night safari was thrilling and very well organized by the staff.,the night safari was thrilling and very well organized by the staff,5,Positive,High,32,Family,Leisure,Monsoon,9,3,Lake,1.7,2,3,2,2,5,5,5,2,299,High,No,No,Positive-High
1870,Campsite was overcrowded and not cleaned regularly.,campsite was overcrowded and not cleaned regularly,2,Negative,Low,48,Family,Photography,Monsoon,10,0,Wildlife Sanctuary,3.2,1,4,4,1,5,3,2,3,234,Medium,No,No,Negative-Low
1871,Limited activities and nothing worth recommending.,limited activities and nothing worth recommending,1,Negative,Low,52,Couple,Wildlife Study,Winter,3,0,Lake,4.5,4,2,4,2,2,1,3,3,201,Medium,No,Yes,Negative-Low
1872,"Facilities were okay, but some parts could be improved.",facilities were okay but some parts could be improved,3,Neutral,Medium,40,Family,Relaxation,Spring,8,5,Mountain,3.3,4,2,2,3,1,1,3,5,381,Low,Yes,Yes,Neutral-Medium
1873,Food quality was moderate and service was inconsistent.,food quality was moderate and service was inconsistent,3,Neutral,Medium,27,Solo,Photography,Summer,1,5,Coastal,3.3,3,5,4,3,3,1,3,1,238,Medium,No,Yes,Neutral-Medium
1874,Too many insects and poorly managed waste disposal.,too many insects and poorly managed waste disposal,2,Negative,Low,49,Group,Relaxation,Summer,3,1,Lake,4.5,2,1,5,4,1,4,1,3,115,Low,Yes,No,Negative-Low
1875,The night safari was thrilling and very well organized by the staff.,the night safari was thrilling and very well organized by the staff,4,Positive,High,54,Friends,Leisure,Spring,4,3,Wildlife Sanctuary,1.1,4,1,5,4,2,2,3,5,154,Medium,Yes,Yes,Positive-High
1876,Limited activities and nothing worth recommending.,limited activities and nothing worth recommending,2,Negative,Low,25,Group,Wildlife Study,Summer,8,7,Mountain,1.5,3,4,3,5,5,5,5,1,299,Low,Yes,No,Negative-Low
1877,"Nothing memorable, but nothing terrible either.",nothing memorable but nothing terrible either,3,Neutral,Medium,20,Friends,Wildlife Study,Spring,2,1,Lake,4.5,3,5,3,5,2,2,4,4,401,Medium,Yes,Yes,Neutral-Medium
1878,Guides were unorganized and did not follow safety guidelines.,guides were unorganized and did not follow safety guidelines,2,Negative,Low,40,Solo,Leisure,Monsoon,5,4,Lake,3.1,3,5,5,4,3,2,5,3,376,Low,Yes,Yes,Negative-Low
1879,Good value but nothing extraordinary.,good value but nothing extraordinary,3,Neutral,Medium,35,Couple,Wildlife Study,Spring,6,8,Mountain,4.5,3,5,4,5,2,4,3,1,267,Low,No,Yes,Neutral-Medium
1880,Scenery was pleasant but transport arrangements were weak.,scenery was pleasant but transport arrangements were weak,3,Neutral,Medium,64,Family,Wildlife Study,Winter,8,6,Mountain,3.0,4,4,3,2,3,1,5,3,113,Low,No,Yes,Neutral-Medium
1881,Guides were unorganized and did not follow safety guidelines.,guides were unorganized and did not follow safety guidelines,1,Negative,Low,53,Friends,Relaxation,Winter,9,0,Wildlife Sanctuary,2.4,1,1,1,2,3,2,5,4,151,Medium,No,Yes,Negative-Low
1882,Food quality was moderate and service was inconsistent.,food quality was moderate and service was inconsistent,3,Neutral,Medium,27,Friends,Adventure,Summer,4,7,Forest,2.7,5,3,5,4,3,1,2,4,389,High,Yes,No,Neutral-Medium
1883,Activities were minimal and suitable for short trips.,activities were minimal and suitable for short trips,3,Neutral,Medium,47,Friends,Relaxation,Monsoon,2,3,Coastal,3.9,1,2,1,3,3,3,2,4,58,Low,Yes,Yes,Neutral-Medium
1884,The nature guide explained everything clearly and made the tour more enjoyable.,the nature guide explained everything clearly and made the tour more enjoyable,5,Positive,High,50,Friends,Leisure,Spring,1,3,Mountain,1.2,1,2,5,1,1,5,5,4,489,Low,Yes,No,Positive-High
1885,Overall a simple and routine visit.,overall a simple and routine visit,3,Neutral,Medium,39,Solo,Leisure,Spring,2,6,Forest,3.0,2,2,5,5,5,2,5,1,439,Medium,No,No,Neutral-Medium
1886,Poor service throughout the trip and the location was overcrowded.,poor service throughout the trip and the location was overcrowded,2,Negative,Low,21,Group,Wildlife Study,Summer,2,4,Mountain,1.9,1,5,4,4,1,3,1,5,21,Medium,No,No,Negative-Low
1887,The night safari was thrilling and very well organized by the staff.,the night safari was thrilling and very well organized by the staff,4,Positive,High,35,Couple,Relaxation,Monsoon,3,2,Lake,2.8,3,4,2,2,5,4,3,1,443,High,Yes,No,Positive-High
1888,Terrible booking process with no communication.,terrible booking process with no communication,1,Negative,Low,43,Friends,Photography,Spring,4,5,Lake,4.6,4,3,5,3,5,5,1,5,341,High,Yes,No,Negative-Low
1889,Loved the solar-powered cottages and eco-friendly activities offered on site.,loved the solarpowered cottages and ecofriendly activities offered on site,5,Positive,High,28,Group,Wildlife Study,Spring,4,2,Forest,1.8,4,1,4,1,3,1,2,3,261,High,No,No,Positive-High
1890,The eco-activities like tree planting and conservation talks were meaningful.,the ecoactivities like tree planting and conservation talks were meaningful,4,Positive,High,64,Group,Leisure,Spring,6,6,Coastal,4.5,2,1,4,3,5,1,2,1,205,Low,Yes,No,Positive-High
1891,Loved the solar-powered cottages and eco-friendly activities offered on site.,loved the solarpowered cottages and ecofriendly activities offered on site,4,Positive,High,33,Friends,Adventure,Summer,1,5,Forest,3.4,3,1,4,3,4,1,5,2,187,Medium,No,No,Positive-High
1892,Almost no wildlife sightings due to poor planning.,almost no wildlife sightings due to poor planning,1,Negative,Low,57,Friends,Wildlife Study,Monsoon,5,7,Wildlife Sanctuary,2.8,2,4,5,2,2,4,2,1,457,Medium,Yes,No,Negative-Low
1893,Excellent wildlife sightings; the guides were knowledgeable and passionate about conservation.,excellent wildlife sightings the guides were knowledgeable and passionate about conservation,5,Positive,High,37,Group,Adventure,Summer,2,0,Wildlife Sanctuary,3.0,3,2,3,5,1,3,4,3,451,High,Yes,Yes,Positive-High
1894,Campsite was overcrowded and not cleaned regularly.,campsite was overcrowded and not cleaned regularly,1,Negative,Low,31,Couple,Adventure,Summer,7,7,Forest,2.7,1,1,2,2,5,3,5,4,184,High,Yes,No,Negative-Low
1895,Terrible booking process with no communication.,terrible booking process with no communication,2,Negative,Low,51,Couple,Adventure,Monsoon,6,4,Wildlife Sanctuary,3.8,4,3,2,5,2,5,1,2,295,Low,Yes,Yes,Negative-Low
1896,"Facilities were okay, but some parts could be improved.",facilities were okay but some parts could be improved,3,Neutral,Medium,44,Solo,Relaxation,Winter,4,7,Lake,3.4,2,1,1,5,5,4,4,5,197,High,No,Yes,Neutral-Medium
1897,Almost no wildlife sightings due to poor planning.,almost no wildlife sightings due to poor planning,1,Negative,Low,41,Friends,Photography,Winter,5,4,Mountain,4.1,4,2,3,3,3,5,4,5,297,Medium,No,No,Negative-Low
1898,Service was acceptable but nothing exceptional.,service was acceptable but nothing exceptional,3,Neutral,Medium,18,Family,Leisure,Spring,7,8,Coastal,4.9,5,5,2,3,4,1,2,1,353,Medium,Yes,No,Neutral-Medium
1899,"Facilities were okay, but some parts could be improved.",facilities were okay but some parts could be improved,3,Neutral,Medium,27,Group,Relaxation,Winter,7,5,Forest,4.1,3,4,5,5,4,5,5,3,119,High,No,Yes,Neutral-Medium
1900,Cleanliness was average throughout the site.,cleanliness was average throughout the site,3,Neutral,Medium,22,Solo,Photography,Winter,10,6,Forest,4.0,3,3,5,1,4,1,3,3,322,Medium,No,No,Neutral-Medium
1901,Activities were minimal and suitable for short trips.,activities were minimal and suitable for short trips,3,Neutral,Medium,21,Family,Adventure,Summer,3,8,Mountain,3.6,3,1,3,2,4,3,3,2,205,Medium,No,Yes,Neutral-Medium
1902,"A calm, refreshing experience surrounded by untouched natural beauty.",a calm refreshing experience surrounded by untouched natural beauty,5,Positive,High,39,Couple,Relaxation,Monsoon,2,7,Lake,2.4,3,5,4,3,5,1,5,5,446,High,Yes,Yes,Positive-High
1903,The trek was breathtaking and the staff ensured full safety.,the trek was breathtaking and the staff ensured full safety,4,Positive,High,21,Group,Adventure,Monsoon,2,1,Coastal,1.5,2,1,1,4,1,3,2,2,86,Medium,Yes,Yes,Positive-High
1904,The eco-camp was well maintained with organic food and responsible tourism guidelines.,the ecocamp was well maintained with organic food and responsible tourism guidelines,4,Positive,High,49,Family,Relaxation,Spring,3,2,Coastal,3.9,1,5,4,3,4,1,2,5,420,Medium,Yes,No,Positive-High
1905,Terrible booking process with no communication.,terrible booking process with no communication,1,Negative,Low,19,Solo,Relaxation,Monsoon,7,3,Coastal,2.1,1,4,2,5,1,2,5,4,155,High,No,No,Negative-Low
1906,Cleanliness was average throughout the site.,cleanliness was average throughout the site,3,Neutral,Medium,26,Solo,Leisure,Summer,1,5,Mountain,2.7,5,2,2,5,1,3,5,4,360,High,Yes,Yes,Neutral-Medium
1907,"Nothing memorable, but nothing terrible either.",nothing memorable but nothing terrible either,3,Neutral,Medium,27,Friends,Wildlife Study,Summer,2,4,Mountain,4.8,3,4,1,2,3,3,2,2,500,Medium,No,No,Neutral-Medium
1908,The atmosphere was nice although activities were limited.,the atmosphere was nice although activities were limited,3,Neutral,Medium,28,Solo,Wildlife Study,Spring,1,5,Mountain,3.9,5,5,3,3,5,4,4,2,89,Medium,No,No,Neutral-Medium
1909,Wonderful conservation efforts and very clean surroundings made the trip special.,wonderful conservation efforts and very clean surroundings made the trip special,4,Positive,High,45,Couple,Wildlife Study,Winter,3,0,Forest,2.6,5,5,2,1,3,1,4,4,12,Low,No,No,Positive-High
1910,The biodiversity walk was educational and offered close-up experiences with rare species.,the biodiversity walk was educational and offered closeup experiences with rare species,5,Positive,High,31,Group,Leisure,Monsoon,1,5,Forest,2.0,3,4,4,4,2,2,3,2,404,High,Yes,No,Positive-High
1911,The tour guide shared basic information but wasn't engaging.,the tour guide shared basic information but wasnt engaging,3,Neutral,Medium,44,Group,Photography,Monsoon,8,1,Coastal,4.4,3,4,5,5,1,4,4,2,352,Low,Yes,Yes,Neutral-Medium
1912,Limited activities and nothing worth recommending.,limited activities and nothing worth recommending,1,Negative,Low,29,Family,Adventure,Spring,10,1,Coastal,1.7,3,3,4,1,1,3,2,1,310,Medium,Yes,Yes,Negative-Low
1913,The night safari was thrilling and very well organized by the staff.,the night safari was thrilling and very well organized by the staff,4,Positive,High,52,Solo,Leisure,Summer,10,8,Lake,2.7,3,4,3,1,4,1,1,4,181,Medium,No,No,Positive-High
1914,"Facilities were okay, but some parts could be improved.",facilities were okay but some parts could be improved,3,Neutral,Medium,27,Friends,Leisure,Summer,8,5,Wildlife Sanctuary,3.5,2,4,5,1,5,3,4,5,372,Low,No,Yes,Neutral-Medium
1915,Almost no wildlife sightings due to poor planning.,almost no wildlife sightings due to poor planning,1,Negative,Low,54,Family,Relaxation,Summer,2,0,Forest,2.7,2,1,1,4,1,4,4,1,50,Low,No,Yes,Negative-Low
1916,The night safari was thrilling and very well organized by the staff.,the night safari was thrilling and very well organized by the staff,5,Positive,High,50,Friends,Leisure,Spring,5,4,Forest,4.5,2,4,2,4,3,2,3,2,17,Low,Yes,No,Positive-High
1917,The trek was breathtaking and the staff ensured full safety.,the trek was breathtaking and the staff ensured full safety,5,Positive,High,19,Group,Photography,Spring,5,8,Lake,2.4,1,2,2,4,3,5,2,4,279,Medium,No,No,Positive-High
1918,The forest trail was incredibly beautiful and peaceful with stunning views everywhere.,the forest trail was incredibly beautiful and peaceful with stunning views everywhere,5,Positive,High,49,Friends,Adventure,Winter,3,8,Coastal,2.4,5,2,5,4,1,1,4,5,11,Medium,No,Yes,Positive-High
1919,The atmosphere was nice although activities were limited.,the atmosphere was nice although activities were limited,3,Neutral,Medium,41,Friends,Relaxation,Winter,6,3,Coastal,1.9,5,2,2,5,2,4,3,5,491,High,No,No,Neutral-Medium
1920,"Nothing memorable, but nothing terrible either.",nothing memorable but nothing terrible either,3,Neutral,Medium,56,Family,Photography,Winter,6,0,Mountain,3.7,3,3,2,4,3,1,4,4,32,Medium,Yes,No,Neutral-Medium
1921,The trip felt overpriced and disappointing.,the trip felt overpriced and disappointing,1,Negative,Low,41,Family,Photography,Spring,5,2,Coastal,4.8,1,3,3,1,4,3,5,5,206,Low,No,Yes,Negative-Low
1922,Loud noise ruined the natural experience.,loud noise ruined the natural experience,1,Negative,Low,21,Couple,Leisure,Winter,3,3,Lake,2.3,1,2,2,2,1,5,5,1,480,High,Yes,Yes,Negative-Low
1923,Loud noise ruined the natural experience.,loud noise ruined the natural experience,2,Negative,Low,46,Couple,Wildlife Study,Winter,2,6,Forest,1.3,4,2,4,3,5,1,1,1,232,High,No,Yes,Negative-Low
1924,An unforgettable learning experience about local ecology and sustainability practices.,an unforgettable learning experience about local ecology and sustainability practices,4,Positive,High,62,Solo,Wildlife Study,Summer,9,0,Forest,2.9,5,3,1,2,2,4,3,2,258,Low,No,No,Positive-High
1925,"We enjoyed the peaceful environment, fresh air, and beautiful birdwatching spots.",we enjoyed the peaceful environment fresh air and beautiful birdwatching spots,5,Positive,High,60,Couple,Wildlife Study,Winter,9,6,Forest,1.8,5,4,1,5,3,3,5,5,76,Medium,No,Yes,Positive-High
1926,A very eco-friendly resort with sustainable facilities and amazing staff support.,a very ecofriendly resort with sustainable facilities and amazing staff support,5,Positive,High,59,Group,Leisure,Spring,8,7,Forest,1.5,4,5,5,4,1,3,4,2,101,Low,No,No,Positive-High
1927,Overall a simple and routine visit.,overall a simple and routine visit,3,Neutral,Medium,53,Couple,Wildlife Study,Winter,6,4,Forest,1.7,5,2,1,4,5,1,5,2,464,High,No,No,Neutral-Medium
1928,Wonderful conservation efforts and very clean surroundings made the trip special.,wonderful conservation efforts and very clean surroundings made the trip special,4,Positive,High,44,Friends,Leisure,Monsoon,1,1,Mountain,2.1,3,2,1,3,2,1,5,5,186,Low,No,Yes,Positive-High
